,duration,dropTime,riseTime,vals
0,4.0,1.0,2.0,
1,3.0,1.0,1.0,
2,3.0,1.0,1.0,
3,3.0,1.0,1.0,
4,3.0,1.0,1.0,
5,3.0,1.0,1.0,
6,3.0,1.0,1.0,
7,3.0,1.0,1.0,
8,3.0,1.0,1.0,
9,3.0,1.0,1.0,
