1.200000000000000000e+01,9.700000000000000000e+01
1.200000000000000000e+01,9.800000000000000000e+01
1.200000000000000000e+01,1.010000000000000000e+02
1.200000000000000000e+01,1.030000000000000000e+02
1.200000000000000000e+01,1.040000000000000000e+02
1.200000000000000000e+01,1.060000000000000000e+02
1.200000000000000000e+01,1.180000000000000000e+02
1.200000000000000000e+01,1.190000000000000000e+02
1.200000000000000000e+01,1.220000000000000000e+02
1.200000000000000000e+01,1.240000000000000000e+02
1.200000000000000000e+01,1.250000000000000000e+02
1.200000000000000000e+01,1.290000000000000000e+02
1.200000000000000000e+01,1.300000000000000000e+02
1.200000000000000000e+01,1.500000000000000000e+02
1.200000000000000000e+01,1.510000000000000000e+02
1.200000000000000000e+01,1.530000000000000000e+02
1.200000000000000000e+01,1.570000000000000000e+02
1.200000000000000000e+01,1.580000000000000000e+02
1.200000000000000000e+01,1.600000000000000000e+02
1.200000000000000000e+01,1.680000000000000000e+02
1.200000000000000000e+01,1.720000000000000000e+02
1.200000000000000000e+01,1.740000000000000000e+02
1.200000000000000000e+01,1.750000000000000000e+02
1.200000000000000000e+01,1.770000000000000000e+02
1.200000000000000000e+01,1.800000000000000000e+02
1.200000000000000000e+01,1.820000000000000000e+02
1.200000000000000000e+01,2.080000000000000000e+02
1.200000000000000000e+01,2.090000000000000000e+02
1.200000000000000000e+01,2.110000000000000000e+02
1.200000000000000000e+01,2.150000000000000000e+02
1.200000000000000000e+01,2.200000000000000000e+02
1.200000000000000000e+01,2.240000000000000000e+02
1.200000000000000000e+01,2.250000000000000000e+02
1.200000000000000000e+01,2.270000000000000000e+02
1.200000000000000000e+01,2.560000000000000000e+02
1.200000000000000000e+01,2.580000000000000000e+02
1.200000000000000000e+01,2.600000000000000000e+02
1.200000000000000000e+01,2.620000000000000000e+02
1.200000000000000000e+01,2.710000000000000000e+02
1.200000000000000000e+01,2.760000000000000000e+02
1.200000000000000000e+01,2.770000000000000000e+02
1.200000000000000000e+01,2.800000000000000000e+02
1.200000000000000000e+01,3.070000000000000000e+02
1.200000000000000000e+01,3.090000000000000000e+02
1.200000000000000000e+01,3.110000000000000000e+02
1.200000000000000000e+01,3.210000000000000000e+02
1.200000000000000000e+01,3.230000000000000000e+02
1.200000000000000000e+01,3.240000000000000000e+02
1.200000000000000000e+01,3.560000000000000000e+02
1.200000000000000000e+01,3.580000000000000000e+02
1.200000000000000000e+01,3.600000000000000000e+02
1.200000000000000000e+01,3.620000000000000000e+02
1.200000000000000000e+01,3.720000000000000000e+02
1.200000000000000000e+01,3.740000000000000000e+02
1.200000000000000000e+01,3.790000000000000000e+02
1.200000000000000000e+01,3.810000000000000000e+02
1.200000000000000000e+01,3.860000000000000000e+02
1.200000000000000000e+01,4.130000000000000000e+02
1.200000000000000000e+01,4.150000000000000000e+02
1.200000000000000000e+01,4.170000000000000000e+02
1.200000000000000000e+01,4.290000000000000000e+02
1.200000000000000000e+01,4.300000000000000000e+02
1.200000000000000000e+01,4.330000000000000000e+02
1.200000000000000000e+01,4.350000000000000000e+02
1.200000000000000000e+01,4.630000000000000000e+02
1.200000000000000000e+01,4.640000000000000000e+02
1.200000000000000000e+01,4.660000000000000000e+02
1.200000000000000000e+01,4.690000000000000000e+02
1.200000000000000000e+01,4.700000000000000000e+02
1.200000000000000000e+01,4.720000000000000000e+02
1.200000000000000000e+01,4.830000000000000000e+02
1.200000000000000000e+01,4.850000000000000000e+02
1.200000000000000000e+01,4.890000000000000000e+02
1.200000000000000000e+01,4.910000000000000000e+02
1.200000000000000000e+01,4.930000000000000000e+02
1.200000000000000000e+01,4.990000000000000000e+02
1.200000000000000000e+01,5.210000000000000000e+02
1.200000000000000000e+01,5.260000000000000000e+02
1.200000000000000000e+01,5.280000000000000000e+02
1.200000000000000000e+01,5.390000000000000000e+02
1.200000000000000000e+01,5.410000000000000000e+02
1.200000000000000000e+01,5.430000000000000000e+02
1.200000000000000000e+01,5.460000000000000000e+02
1.200000000000000000e+01,5.470000000000000000e+02
1.200000000000000000e+01,5.490000000000000000e+02
1.200000000000000000e+01,5.520000000000000000e+02
1.200000000000000000e+01,5.530000000000000000e+02
1.200000000000000000e+01,5.550000000000000000e+02
1.200000000000000000e+01,5.780000000000000000e+02
1.200000000000000000e+01,5.790000000000000000e+02
1.200000000000000000e+01,5.810000000000000000e+02
1.200000000000000000e+01,5.850000000000000000e+02
1.200000000000000000e+01,5.870000000000000000e+02
1.200000000000000000e+01,5.980000000000000000e+02
1.200000000000000000e+01,6.000000000000000000e+02
1.200000000000000000e+01,6.040000000000000000e+02
1.200000000000000000e+01,6.050000000000000000e+02
1.200000000000000000e+01,6.070000000000000000e+02
